State,Temperature,Electricity_Price,UrbanRural_Classification,date,Time,Peak_Electricity_Demand,City
Madhya Pradesh,39.18343075,3.90639488,Rural,17-09-2021,10:44,3727.19,Indore
Uttar Pradesh,8.246369965,6.141853842,Urban,13-04-2023,08:23,47460.76,Kanpur
Telangana,38.74769614,5.427099859,Urban,26-04-2021,23:22,54866.09,Unknown
Madhya Pradesh,16.73178613,9.075194079,Urban,20-04-2020,15:26,46212.25,Jabalpur
Maharashtra,31.19422669,6.425702082,Rural,17-04-2023,12:22,9167.29,Pune
Gujarat,6.605151563,5.983929432,Urban,02-06-2021,09:37,68589.93,Vadodara
Karnataka,29.38325185,4.707171003,Urban,31-03-2023,03:25,15238.98,Mysuru
Karnataka,33.69086757,9.702296492,Rural,04-07-2019,08:17,45563.69,Bengaluru
West Bengal,19.75000858,9.728126672,Rural,26-03-2022,01:57,58286.46,Kolkata
Tamil Nadu,13.61642821,5.567284238,Rural,06-04-2019,01:11,15179.2,Coimbatore
Delhi,26.50522706,9.503281526,Urban,29-09-2021,23:08,52205.34,Unknown
Uttar Pradesh,38.32763218,7.33020685,Rural,19-12-2023,05:01,20052.26,Lucknow
West Bengal,17.94189433,8.467329999,Urban,09-10-2022,11:44,68388.45,Asansol
Tamil Nadu,15.0987719,3.628925434,Urban,28-07-2023,12:33,16274.25,Chennai
Telangana,16.15741235,3.149169283,Urban,14-12-2022,05:11,53994.26,Unknown
Rajasthan,42.96528612,6.598543363,Urban,25-09-2023,20:21,3912.58,Jaipur
Rajasthan,19.37107663,3.531357213,Urban,15-05-2020,09:10,52583.41,Jodhpur
Delhi,5.144169596,9.24190108,Rural,19-04-2022,12:56,36701.11,Unknown
Madhya Pradesh,36.26724832,8.741067167,Rural,31-10-2022,10:16,33127.69,Indore
Maharashtra,32.97099181,8.003832944,Rural,07-02-2019,18:59,14393.21,Mumbai
West Bengal,10.14273058,3.219775573,Rural,17-06-2023,01:26,47382.34,Asansol
West Bengal,44.39616997,6.208341544,Urban,22-06-2021,04:35,10979.88,Asansol
Uttar Pradesh,29.32249141,3.546636584,Rural,28-06-2019,22:37,37742.33,Varanasi
Uttar Pradesh,25.03117964,9.500497124,Urban,05-06-2020,22:12,19101.32,Varanasi
Rajasthan,20.2887707,7.288330009,Rural,29-08-2020,22:37,64296.79,Jodhpur
Rajasthan,40.94691022,4.095725911,Rural,29-11-2021,00:24,2779.01,Kota
Gujarat,14.75853926,6.924264288,Urban,04-02-2022,02:43,14433.04,Surat
Gujarat,16.43075601,3.829730298,Urban,24-04-2023,06:29,14346.33,Rajkot
Madhya Pradesh,9.896432267,4.01973726,Urban,09-10-2022,23:02,30675.29,Bhopal
Gujarat,35.36476382,3.566691384,Urban,07-08-2021,23:32,13541.63,Ahmedabad
Maharashtra,28.82197122,9.102105605,Urban,29-09-2022,22:08,32605.57,Nashik
Maharashtra,29.36264677,6.819763665,Urban,30-07-2019,10:38,50539.57,Nagpur
West Bengal,13.73881724,5.295328157,Urban,21-12-2022,11:29,39489.24,Durgapur
Karnataka,31.04673557,3.004744809,Urban,31-08-2022,04:19,37059.66,Mysuru
Maharashtra,35.61833789,6.304174833,Rural,15-12-2022,15:29,5975.17,Pune
Tamil Nadu,19.31554123,6.589413266,Urban,07-01-2023,12:57,45113.22,Coimbatore
Rajasthan,37.05388576,5.355963401,Rural,02-05-2021,14:03,11628.57,Kota
Uttar Pradesh,18.95162354,6.390273453,Urban,01-11-2020,17:09,44057.47,Kanpur
Gujarat,35.32553846,3.705059692,Urban,05-04-2019,04:18,14799.2,Surat
West Bengal,6.349204298,9.454431214,Urban,14-01-2022,01:21,27983.06,Kolkata
Delhi,27.04658406,4.808383986,Rural,17-05-2019,12:35,22083.08,Unknown
Uttar Pradesh,43.78106243,9.639486813,Rural,08-01-2019,08:30,59857.49,Lucknow
Tamil Nadu,44.24978403,6.45015168,Urban,23-12-2021,13:10,9205.17,Chennai
Gujarat,16.27010313,8.997074712,Urban,18-03-2020,09:55,40989.06,Rajkot
Tamil Nadu,22.65596364,7.040436394,Urban,27-06-2020,05:17,10371.61,Salem
Rajasthan,7.519116319,8.910910087,Urban,28-01-2020,03:11,45011.79,Kota
Rajasthan,39.9336523,3.070968273,Urban,28-11-2023,22:23,62026.03,Udaipur
Madhya Pradesh,27.74288613,4.305323016,Urban,05-05-2022,10:28,26639.18,Indore
West Bengal,20.40402716,5.477334008,Urban,27-01-2021,21:00,30148.17,Siliguri
Uttar Pradesh,9.51082234,5.0729369,Urban,29-05-2020,12:57,65694.08,Kanpur
Telangana,42.87069142,9.627113081,Urban,19-04-2021,12:28,33612.36,Unknown
Telangana,26.20876191,5.762694451,Urban,25-07-2021,05:17,34967.33,Unknown
Uttar Pradesh,16.31711716,9.804789482,Rural,17-10-2022,10:19,41621.99,Lucknow
Delhi,19.00860521,7.557104431,Urban,01-06-2020,13:55,49953.01,Unknown
West Bengal,15.82788724,8.848857509,Urban,28-04-2019,01:28,8492.99,Asansol
Tamil Nadu,29.07239235,5.756987329,Urban,10-12-2020,10:03,52352.62,Chennai
Delhi,42.19854303,4.330534431,Urban,09-07-2020,17:22,27076.61,Unknown
Karnataka,39.26775213,3.353203542,Rural,15-09-2020,17:20,5439.82,Bengaluru
Uttar Pradesh,23.41523502,7.59483574,Urban,01-06-2020,16:13,49209.71,Varanasi
Tamil Nadu,38.05997449,9.802596848,Rural,19-06-2021,19:36,25681.32,Madurai
Telangana,21.92421925,3.827799605,Urban,06-06-2022,19:49,7558.32,Unknown
Maharashtra,15.09228563,8.402279524,Urban,18-06-2019,03:59,43835.62,Nashik
Madhya Pradesh,44.33660461,5.552287523,Rural,22-10-2021,21:10,55075.25,Bhopal
Telangana,17.15550272,9.954240699,Urban,26-05-2023,04:54,51854.54,Unknown
West Bengal,17.94896924,9.090253802,Rural,12-03-2021,09:55,60944.47,Siliguri
Rajasthan,44.58771471,4.615369206,Urban,08-10-2020,16:07,50274.93,Jodhpur
Maharashtra,10.35709973,8.360295649,Urban,27-10-2023,07:53,882.32,Nagpur
Madhya Pradesh,35.42135952,8.139609041,Urban,22-07-2020,08:04,23927.34,Gwalior
Madhya Pradesh,42.43251034,8.343895571,Rural,07-10-2023,04:58,47653.89,Gwalior
Karnataka,25.47179977,3.579760656,Urban,31-03-2023,16:35,20682.11,Mysuru
Karnataka,5.100870468,8.665914987,Urban,05-02-2023,08:29,41125.65,Bengaluru
Gujarat,20.00235776,4.830027977,Rural,17-03-2023,11:41,41337.4,Ahmedabad
Telangana,9.462759695,7.132958679,Rural,25-10-2021,19:51,22955.47,Unknown
Telangana,21.64750644,3.807820734,Urban,23-12-2021,01:33,51097.21,Unknown
Telangana,36.60107047,6.906872907,Urban,12-11-2023,05:14,32114.22,Unknown
Gujarat,22.54846196,9.344925031,Urban,17-06-2019,15:54,28783.79,Rajkot
Delhi,22.27700485,4.240226409,Urban,08-11-2020,21:15,68373.7,Unknown
Madhya Pradesh,27.27157908,8.985294582,Rural,11-05-2019,18:49,33461.51,Bhopal
Maharashtra,28.26762339,6.048117934,Urban,21-05-2019,07:37,11624.55,Nashik
West Bengal,39.25185235,5.256315997,Urban,05-10-2023,16:18,30743.73,Asansol
Madhya Pradesh,17.33421757,3.399685828,Urban,16-12-2021,06:35,60995.52,Bhopal
Karnataka,37.86685057,6.699572377,Urban,14-11-2022,03:31,49924.22,Mysuru
Tamil Nadu,27.63734995,4.399567472,Rural,02-04-2022,12:16,54372.59,Salem
Rajasthan,17.02118199,9.580702446,Urban,11-12-2019,03:59,41100.4,Kota
Gujarat,16.80504176,4.666995982,Urban,07-11-2020,06:49,16933.5,Vadodara
Uttar Pradesh,19.44550068,7.107499229,Urban,26-03-2021,14:20,47966.02,Kanpur
Tamil Nadu,29.9077297,6.909759346,Urban,24-01-2019,21:17,58240.68,Coimbatore
West Bengal,14.23246925,5.357755305,Rural,07-09-2022,22:37,15020.32,Asansol
Telangana,41.81334247,8.964450562,Urban,19-09-2021,09:50,8722.56,Unknown
Karnataka,27.99650337,4.282708807,Urban,24-05-2023,16:28,54432.77,Mysuru
Karnataka,41.80063108,8.719412457,Urban,05-06-2020,22:21,48368.65,Hubli
Karnataka,6.856174343,4.45235318,Urban,13-10-2019,13:30,56126.27,Mangalore
Telangana,18.70445482,3.273690357,Urban,28-03-2020,20:30,51653.68,Unknown
Uttar Pradesh,5.912306428,9.606960322,Rural,25-03-2022,10:50,30299.98,Lucknow
Gujarat,15.8900726,7.461088856,Rural,18-05-2020,08:59,45576.41,Ahmedabad
Tamil Nadu,39.48025889,7.413352387,Urban,13-05-2019,14:19,35287.93,Chennai
Telangana,6.464388634,4.855316931,Rural,06-12-2021,23:58,3689.3,Unknown
West Bengal,22.445884,3.97419198,Urban,23-11-2021,09:56,54608.75,Siliguri
Gujarat,9.702682819,7.942424929,Urban,04-05-2019,07:34,29250.59,Ahmedabad
West Bengal,21.67362637,6.631173928,Urban,27-06-2020,15:36,48268.26,Asansol
Gujarat,38.55406337,5.225364293,Urban,29-12-2021,03:37,31106.21,Vadodara
Uttar Pradesh,29.92284134,5.217513198,Urban,01-04-2023,18:21,36157.96,Lucknow
Rajasthan,34.47025381,9.224798284,Urban,27-02-2019,15:19,12075.37,Jaipur
West Bengal,18.96416462,9.227675496,Rural,20-07-2022,21:42,20453.51,Kolkata
Telangana,42.7759078,4.922388376,Rural,06-11-2023,14:18,12491.33,Unknown
Gujarat,33.37048375,8.55906732,Urban,25-02-2019,00:35,12379.05,Rajkot
Karnataka,21.87195277,4.586770855,Rural,03-09-2019,06:55,72237.07,Mangalore
Madhya Pradesh,22.05859201,8.655708375,Urban,02-11-2020,02:45,10145.69,Indore
Karnataka,41.74736712,3.883984753,Urban,08-01-2019,01:31,17344.25,Mangalore
Delhi,28.05618774,8.307085106,Urban,04-06-2019,07:38,36756.06,Unknown
Rajasthan,33.2551684,6.88978626,Urban,07-10-2023,12:18,40423.54,Jaipur
Rajasthan,21.68140898,3.823337235,Rural,03-06-2019,15:59,9434.66,Udaipur
Karnataka,13.94771059,7.310273723,Urban,25-08-2022,15:47,52580.57,Hubli
Tamil Nadu,33.94237168,4.346859856,Urban,30-01-2022,12:57,51834.53,Chennai
Uttar Pradesh,29.31295089,4.358838161,Urban,22-04-2022,12:28,17204.42,Kanpur
West Bengal,25.05371522,6.131434968,Rural,28-11-2020,10:55,21199.41,Asansol
Telangana,29.9608376,9.749977548,Urban,11-05-2022,08:05,59891.47,Unknown
Rajasthan,13.33142344,9.245616348,Rural,04-01-2019,03:23,50510.91,Jodhpur
Karnataka,36.75754826,8.785374557,Urban,18-03-2023,10:57,42179.99,Mysuru
Karnataka,42.9265122,8.957967205,Urban,12-02-2020,13:05,5383.41,Hubli
Uttar Pradesh,40.64412577,6.481020995,Rural,07-11-2020,02:54,23813.42,Lucknow
Uttar Pradesh,17.85742981,5.623056306,Urban,06-08-2023,17:09,34864.81,Agra
Maharashtra,21.24023093,9.187909421,Urban,19-10-2022,04:15,11811.41,Mumbai
Maharashtra,37.33609199,3.566103073,Rural,08-12-2021,05:58,33726.07,Pune
Tamil Nadu,28.80468523,9.972664177,Urban,07-09-2022,19:13,40024.31,Madurai
Tamil Nadu,26.91657775,6.870828429,Rural,18-04-2021,20:01,20696.19,Madurai
Delhi,42.0656787,6.78322832,Urban,17-05-2021,23:31,52164.14,Unknown
Tamil Nadu,26.44099844,5.04362867,Urban,18-07-2020,05:53,48656.68,Coimbatore
Gujarat,25.59754718,4.192524115,Urban,27-02-2022,04:55,21104.54,Surat
Uttar Pradesh,6.680743651,7.762055391,Urban,22-12-2022,09:28,56739.01,Varanasi
Telangana,7.776678344,5.531983027,Urban,09-03-2022,23:25,7290.16,Unknown
Gujarat,5.296812315,5.117113288,Rural,02-05-2021,03:47,52909.02,Ahmedabad
West Bengal,41.52976903,4.13639639,Urban,29-11-2022,11:10,12071.88,Siliguri
Karnataka,21.3354664,6.745905667,Urban,03-03-2023,05:56,6686.89,Hubli
Tamil Nadu,23.74245505,7.118130072,Urban,04-04-2020,07:10,43541.07,Madurai
Karnataka,38.8154779,6.101466958,Rural,10-07-2019,03:28,31681.33,Bengaluru
Rajasthan,29.36985242,3.084238587,Urban,21-03-2019,09:20,61265.91,Jodhpur
Delhi,29.38006386,6.441712758,Urban,15-06-2022,12:17,21813.58,Unknown
Rajasthan,16.86137717,4.903746414,Urban,14-02-2021,08:51,18511.07,Jaipur
Delhi,38.35633496,3.970494798,Rural,14-06-2020,16:33,28214.13,Unknown
Maharashtra,11.63319904,7.042994348,Urban,31-12-2021,18:25,29764.48,Nashik
Karnataka,7.125983687,7.69864044,Urban,28-03-2020,04:59,23115.96,Bengaluru
Delhi,12.6641343,6.631383007,Urban,05-07-2022,03:30,41498.15,Unknown
Madhya Pradesh,15.70948875,7.300061197,Rural,19-04-2019,08:57,56599.29,Jabalpur
Gujarat,16.29244231,7.245895238,Urban,11-02-2020,04:56,62536.72,Vadodara
Delhi,31.82054394,3.869681186,Rural,10-11-2019,10:24,67576.8,Unknown
Delhi,13.71298349,4.510663751,Urban,14-04-2021,02:36,17992.28,Unknown
Gujarat,32.06633218,3.066400825,Rural,25-05-2023,15:26,52050.27,Surat
Karnataka,8.645286929,9.873321526,Urban,02-02-2021,17:45,23063.4,Bengaluru
Karnataka,10.88809844,4.478581422,Urban,16-09-2021,01:17,48172.97,Mangalore
Gujarat,25.35285794,8.702930924,Urban,24-02-2021,12:45,27668.53,Vadodara
Rajasthan,41.8758321,8.4686427,Urban,18-09-2019,19:18,70447.24,Udaipur
Madhya Pradesh,39.38270355,7.935080599,Urban,13-08-2021,01:54,44273.82,Gwalior
Telangana,43.7501377,6.148237208,Urban,29-10-2023,20:18,69129.91,Unknown
West Bengal,31.01916261,7.087062221,Urban,05-03-2019,10:16,61810.18,Kolkata
Madhya Pradesh,32.03259466,4.304347143,Urban,15-09-2020,22:20,52402.81,Indore
Karnataka,30.00091996,3.742710679,Urban,04-04-2023,11:56,52448.54,Mangalore
Telangana,29.91275691,5.462330445,Urban,02-09-2022,20:39,34665.91,Unknown
Maharashtra,10.8848138,8.779097934,Urban,09-12-2022,06:30,16766.55,Mumbai
Tamil Nadu,26.74955825,6.948183859,Rural,10-08-2020,00:16,27218.47,Salem
Delhi,20.44271734,8.347033784,Urban,19-03-2021,09:58,2005.5,Unknown
Gujarat,22.70148863,9.232273055,Rural,30-07-2022,06:05,33050.57,Surat
Gujarat,25.94402292,6.923755747,Rural,15-09-2022,18:28,30965.43,Rajkot
Delhi,10.13584687,5.570969349,Urban,16-03-2022,13:43,31304.04,Unknown
Tamil Nadu,19.37950935,8.989746117,Urban,02-07-2023,18:53,68430.26,Madurai
West Bengal,7.537982435,4.607412083,Urban,22-10-2019,02:13,57231.79,Kolkata
Tamil Nadu,44.18672522,3.173357496,Rural,07-11-2022,05:39,11094.58,Coimbatore
Telangana,9.741121153,3.354713997,Urban,07-06-2022,20:39,24330,Unknown
Tamil Nadu,15.34098954,7.075661936,Urban,17-03-2022,17:25,28595.74,Coimbatore
Telangana,40.65171707,9.246361364,Urban,24-04-2019,17:47,26533.1,Unknown
Tamil Nadu,24.30840185,6.949938821,Urban,19-06-2021,11:59,59729.96,Salem
West Bengal,10.42548806,5.864358001,Urban,02-11-2023,07:11,33394.44,Siliguri
West Bengal,20.36922152,7.039480162,Rural,08-09-2022,22:12,41240.12,Kolkata
Karnataka,9.634719768,7.697721848,Urban,03-02-2023,00:56,60062.11,Hubli
Delhi,13.00863988,8.309494638,Urban,30-06-2020,00:58,53699.51,Unknown
West Bengal,7.081193878,5.431119959,Rural,19-09-2020,02:19,10442.86,Siliguri
Telangana,22.52909978,5.708254103,Urban,10-02-2022,16:58,42296.55,Unknown
West Bengal,37.26544487,3.165478167,Rural,23-11-2022,17:40,25223.39,Kolkata
Karnataka,28.43876715,7.547394329,Rural,14-05-2021,23:32,21746.48,Mysuru
Gujarat,29.25381222,8.437122707,Urban,07-08-2022,13:40,3796.28,Ahmedabad
Telangana,13.0233612,6.576336975,Urban,12-11-2021,07:54,35421.3,Unknown
Karnataka,18.75575373,5.635852241,Rural,09-03-2021,22:22,26367.4,Bengaluru
Rajasthan,38.80968415,5.332062432,Urban,08-02-2021,23:33,14568.41,Jodhpur
Rajasthan,8.514247373,7.515268133,Rural,14-07-2019,07:35,50703.18,Udaipur
Maharashtra,39.31722615,5.315247937,Rural,04-08-2022,04:31,49368.65,Nashik
Tamil Nadu,24.34760105,7.19355693,Urban,02-04-2022,06:22,16454.86,Coimbatore
Delhi,38.48589725,9.48876906,Urban,16-10-2019,05:21,3981.2,Unknown
Uttar Pradesh,17.72025678,5.314313306,Urban,27-08-2022,19:21,62518,Varanasi
Madhya Pradesh,18.55371806,3.478162494,Urban,02-11-2023,13:31,1099.9,Bhopal
Karnataka,35.06419473,9.118077305,Urban,07-06-2019,18:23,60518.89,Hubli
Gujarat,36.39984694,4.914860765,Urban,11-02-2023,11:44,43407.68,Vadodara
Madhya Pradesh,14.18578712,9.919966159,Urban,21-06-2021,05:10,22824.59,Gwalior
Gujarat,43.91485299,8.880854009,Urban,25-09-2021,08:24,17488.97,Rajkot
Madhya Pradesh,8.37960417,5.988270795,Urban,12-03-2022,14:52,1091.22,Jabalpur
Karnataka,7.740118524,7.397371799,Urban,04-03-2022,22:37,14827.18,Mangalore
Uttar Pradesh,28.82016861,4.942775837,Urban,19-07-2019,03:50,9099.27,Agra
Madhya Pradesh,33.90963071,3.58919783,Urban,16-06-2023,06:02,43793.83,Gwalior
Karnataka,43.43544517,6.680627618,Urban,14-07-2022,21:18,10593.4,Hubli
West Bengal,21.19783123,5.972696064,Rural,22-12-2023,16:35,31581.46,Durgapur
Uttar Pradesh,6.01165636,9.789426499,Urban,10-07-2019,14:08,44060.44,Kanpur
Telangana,29.11585358,7.182172393,Urban,04-10-2023,00:38,16832.45,Unknown
Gujarat,16.58784082,8.230031714,Urban,28-09-2022,01:55,3351.62,Ahmedabad
Rajasthan,22.31788485,3.946707561,Rural,13-01-2020,07:10,3213.08,Udaipur
Tamil Nadu,24.53877929,8.065660555,Urban,16-01-2019,20:59,2582.5,Chennai
Rajasthan,7.58050443,3.394323697,Rural,19-03-2020,13:36,45165.92,Jaipur
Uttar Pradesh,24.43927138,7.291413055,Urban,11-03-2022,03:12,17958.63,Agra
Telangana,22.05278667,8.869830796,Urban,05-04-2019,10:22,55689.92,Unknown
Gujarat,33.50177061,6.38145503,Urban,24-07-2023,20:42,31355.21,Surat
Telangana,30.82663645,4.505574718,Rural,14-09-2022,19:11,32005.44,Unknown
Madhya Pradesh,12.40862873,6.105912511,Urban,03-09-2023,15:56,29955.68,Jabalpur
Gujarat,13.24555673,8.887847039,Rural,15-08-2020,11:30,50162.16,Rajkot
Madhya Pradesh,15.04024715,8.00074824,Rural,23-04-2020,21:19,19760.01,Gwalior
Karnataka,12.15801761,7.238105366,Rural,24-02-2022,21:27,8887.53,Mysuru
Uttar Pradesh,31.28852799,7.856848551,Urban,22-02-2019,06:30,39415.43,Lucknow
Karnataka,44.77720717,8.839373149,Urban,06-09-2021,05:26,23999.74,Mysuru
Maharashtra,31.08433362,4.063041843,Rural,22-04-2023,13:08,30142.36,Mumbai
Telangana,29.26726185,8.893468728,Rural,04-06-2019,16:11,36928.96,Unknown
Madhya Pradesh,21.39711733,8.646108354,Urban,05-01-2020,12:24,32323.47,Jabalpur
West Bengal,17.50321035,6.34241604,Urban,01-06-2023,06:42,35293.36,Kolkata
Karnataka,41.44295028,5.820159709,Urban,08-11-2022,20:29,34654.54,Mangalore
Maharashtra,43.76007497,9.527909864,Urban,07-04-2020,19:21,46876.62,Pune
Delhi,24.87104702,8.735925292,Rural,24-06-2020,02:08,39924.11,Unknown
Rajasthan,16.60801982,9.920662431,Rural,18-01-2023,05:16,33395.86,Jodhpur
Gujarat,35.80488831,7.492275717,Urban,02-06-2021,21:26,39030.54,Rajkot
Maharashtra,10.29827163,3.220684259,Urban,24-07-2020,16:45,62256.59,Mumbai
Uttar Pradesh,35.62352951,4.077195165,Rural,18-06-2020,08:56,32387.94,Varanasi
Karnataka,37.75793497,8.742195643,Rural,01-11-2021,19:57,23630.43,Bengaluru
Uttar Pradesh,9.996157785,7.47294486,Urban,21-04-2020,09:55,56807.06,Varanasi
Rajasthan,44.07445875,4.386331395,Urban,27-02-2020,12:52,38402.27,Jaipur
West Bengal,44.42049162,3.083570812,Rural,27-05-2023,02:44,4897.4,Asansol
Telangana,42.46877917,4.840209456,Urban,21-05-2019,22:21,50498.55,Unknown
Telangana,24.84139238,3.962943207,Urban,17-11-2019,16:46,2631.4,Unknown
Uttar Pradesh,14.84296569,9.133616601,Rural,18-04-2022,15:50,53232.41,Varanasi
Madhya Pradesh,28.28037124,9.17949856,Rural,12-01-2023,23:36,52631.11,Indore
West Bengal,21.79735354,8.896338619,Urban,14-10-2019,07:35,53404.79,Durgapur
Telangana,13.23794579,3.66224682,Urban,30-01-2020,21:31,3590.34,Unknown
West Bengal,21.94705638,3.945307063,Urban,22-09-2022,04:17,37890.49,Siliguri
Maharashtra,31.55559343,3.94864569,Rural,13-05-2021,06:49,26406.45,Nagpur
West Bengal,7.836532431,4.80891378,Rural,11-05-2021,02:02,20120.75,Kolkata
Tamil Nadu,18.33672006,3.510194054,Urban,30-03-2020,07:44,6026.57,Coimbatore
Rajasthan,5.711795601,9.870957348,Rural,19-12-2023,02:16,40298.45,Udaipur
Telangana,34.97982022,8.986091302,Urban,16-01-2023,03:11,35633.35,Unknown
West Bengal,30.6276507,3.484315443,Urban,19-07-2020,09:48,7162.65,Kolkata
Uttar Pradesh,7.506885388,4.005718115,Urban,17-09-2019,03:39,45069.95,Lucknow
Delhi,43.58950238,4.836219224,Rural,08-02-2019,15:23,45493.37,Unknown
Tamil Nadu,5.904862285,8.425099814,Urban,05-02-2023,18:43,49661.67,Madurai
Tamil Nadu,28.59842586,7.998685765,Urban,05-01-2020,12:24,53944.66,Coimbatore
Madhya Pradesh,36.05469847,7.413506108,Rural,15-11-2023,13:24,28166.45,Gwalior
West Bengal,36.51585252,9.385360351,Rural,29-06-2019,18:01,71114.81,Siliguri
Madhya Pradesh,6.371405424,3.254010135,Rural,29-05-2020,03:37,58134.49,Gwalior
Madhya Pradesh,41.25660531,4.129023797,Rural,17-08-2021,23:50,18866.7,Indore
Delhi,41.73806688,4.328716185,Urban,11-06-2021,01:27,11395.61,Unknown
Maharashtra,27.45561493,3.417533766,Urban,10-12-2020,10:57,25341.2,Nashik
West Bengal,24.28332796,7.328013507,Urban,08-03-2022,06:46,29682.7,Asansol
Karnataka,6.794698523,4.467896283,Urban,29-06-2021,00:57,37733.31,Hubli
Telangana,27.4781657,6.378455179,Urban,10-12-2020,11:44,37595.71,Unknown
Madhya Pradesh,21.37516327,7.798036773,Rural,04-09-2020,00:45,50203.91,Indore
Rajasthan,35.9122563,7.167903512,Urban,20-03-2021,19:35,34746.17,Udaipur
Gujarat,21.15534268,5.030935492,Rural,07-07-2019,08:50,6420.92,Ahmedabad
Rajasthan,32.34323333,5.899235945,Urban,08-01-2020,18:13,59021,Jaipur
Delhi,9.05632585,5.378765088,Urban,08-11-2022,18:06,18948.92,Unknown
Delhi,10.31809083,8.967240972,Rural,03-01-2021,07:48,67310.45,Unknown
Uttar Pradesh,10.58840763,5.939525976,Urban,14-07-2020,03:01,9051.48,Lucknow
Maharashtra,6.821019992,3.431681522,Urban,12-03-2023,21:43,68141.37,Pune
Telangana,26.65315437,7.335510153,Urban,04-01-2022,01:59,6611.72,Unknown
Madhya Pradesh,36.75870904,4.383771956,Urban,21-02-2021,23:27,15613.48,Bhopal
Rajasthan,29.41644815,5.370416409,Urban,19-07-2023,15:12,3246.63,Jodhpur
Gujarat,27.99819542,5.293892841,Rural,20-08-2023,10:10,49923.27,Vadodara
Delhi,32.22495714,3.506969182,Urban,05-08-2023,01:46,51472.47,Unknown
Delhi,18.58581292,9.656626108,Urban,15-09-2021,18:40,28553.41,Unknown
Maharashtra,19.47816287,6.829453618,Urban,27-07-2020,12:20,56391.19,Nagpur
Gujarat,17.57080393,4.093749165,Urban,31-01-2022,07:05,34282.73,Ahmedabad
Gujarat,33.48435731,6.890290621,Urban,17-10-2020,10:29,42832.99,Surat
Maharashtra,11.46561343,6.161027928,Urban,17-06-2022,03:14,47503.42,Mumbai
Delhi,5.521011213,5.414080807,Rural,05-02-2022,20:19,21260.02,Unknown
Telangana,28.84785787,6.307299691,Urban,26-01-2021,08:23,22130.99,Unknown
West Bengal,42.69525459,7.687335289,Urban,15-07-2022,09:13,49881.53,Siliguri
West Bengal,29.37631668,4.396655604,Urban,10-08-2019,01:28,58827.76,Durgapur
Maharashtra,36.31686612,6.765165492,Urban,31-01-2019,00:29,54634.71,Mumbai
Gujarat,31.91162838,8.690930146,Rural,01-07-2021,17:51,54641.72,Vadodara
Madhya Pradesh,24.89746614,4.557440724,Urban,30-05-2020,12:08,9409.77,Gwalior
Maharashtra,33.73569607,6.608718514,Urban,08-08-2023,16:45,46436.78,Nagpur
Telangana,37.96416495,9.760134347,Urban,03-03-2019,17:47,29844.64,Unknown
Maharashtra,13.98926577,8.603541756,Urban,26-10-2022,09:07,54574.84,Pune
Tamil Nadu,18.44521922,7.151121265,Rural,07-04-2023,08:45,28623.15,Salem
Rajasthan,13.9490293,8.243794759,Rural,31-05-2020,20:58,38979.28,Jaipur
Gujarat,23.08691822,6.679418163,Urban,17-11-2021,18:50,32777.03,Rajkot
Uttar Pradesh,40.40258204,9.90597943,Urban,03-06-2020,20:26,18738.05,Varanasi
Uttar Pradesh,18.80828403,4.184259144,Rural,03-04-2021,10:55,5242.1,Agra
Gujarat,19.97867557,8.037056134,Urban,02-05-2023,16:54,54167.41,Surat
Telangana,39.41468939,3.041679724,Urban,10-11-2019,23:19,57817.44,Unknown
Tamil Nadu,25.61497323,3.879865297,Rural,28-07-2021,00:43,9075.57,Chennai
Tamil Nadu,26.41795999,8.052685357,Rural,05-12-2022,19:06,55136.61,Madurai
Delhi,39.43204813,8.315432481,Urban,16-08-2021,07:01,45857.59,Unknown
Rajasthan,24.62106948,3.275784256,Urban,14-09-2021,13:37,26429.02,Jodhpur
West Bengal,32.26230139,5.337008194,Urban,04-11-2021,06:14,19140.11,Kolkata
